City,State,Abbrev,Latitude,Longitude,Per_1k,Population,Total
Rochelle Park Township,NEW JERSEY,NJ,,,4.249291785,5648,24
Rockaway,NEW JERSEY,NJ,40.91,-74.55,2.504696306,6388,16
Rockaway Township,NEW JERSEY,NJ,40.91,-74.55,2.329437776,25328,59
Roseland,NEW JERSEY,NJ,40.8207,-74.2938,4.261121527,5867,25
Roselle,NEW JERSEY,NJ,40.66,-74.26,3.212925139,21787,70
Roselle Park,NEW JERSEY,NJ,40.6645,-74.2643,2.993137684,13698,41
Roxbury Township,NEW JERSEY,NJ,,,1.955671447,23010,45
Rumson,NEW JERSEY,NJ,40.3721,-73.999,2.926115582,6835,20
Runnemede,NEW JERSEY,NJ,39.8523,-75.0679,2.057862244,8261,17
Rutherford,NEW JERSEY,NJ,40.8265,-74.1068,2.256002578,18617,42
Saddle Brook Township,NEW JERSEY,NJ,,,2.778371447,14037,39
Saddle River,NEW JERSEY,NJ,41.0318,-74.1021,7.120743034,3230,23
Salem,NEW JERSEY,NJ,39.5718,-75.4671,4.44350402,4726,21
Sayreville,NEW JERSEY,NJ,40.4593,-74.361,2.374506236,45062,107
Scotch Plains Township,NEW JERSEY,NJ,,,2.129140564,24423,52
Sea Bright,NEW JERSEY,NJ,40.3615,-73.9742,14.50326323,1379,20
Sea Girt,NEW JERSEY,NJ,40.1321,-74.0346,6.795016988,1766,12
Sea Isle City,NEW JERSEY,NJ,39.1548,-74.6898,14.55604076,2061,30
Seaside Heights,NEW JERSEY,NJ,39.9467,-74.0727,9.749303621,2872,28
Seaside Park,NEW JERSEY,NJ,39.9268,-74.0764,7.863695937,1526,12
Secaucus,NEW JERSEY,NJ,40.7899,-74.0567,4.296455424,20482,88
Ship Bottom,NEW JERSEY,NJ,39.6429,-74.1804,10.62887511,1129,12
Shrewsbury,NEW JERSEY,NJ,40.3296,-74.0615,5.275779376,4170,22
Somerdale,NEW JERSEY,NJ,39.844,-75.0227,3.282275711,5484,18
Somers Point,NEW JERSEY,NJ,39.3176,-74.5946,2.970486777,10436,31
Somerville,NEW JERSEY,NJ,40.5743,-74.6099,2.677267564,12326,33
South Amboy,NEW JERSEY,NJ,40.4783,-74.2907,3.879507074,8764,34
South Bound Brook,NEW JERSEY,NJ,40.5534,-74.5315,2.813243887,4621,13
South Brunswick Township,NEW JERSEY,NJ,,,2.352179543,46340,109
South Hackensack Township,NEW JERSEY,NJ,,,9.704811969,2473,24
South Harrison Township,NEW JERSEY,NJ,,,1.603592046,3118,5
South Orange Village,NEW JERSEY,NJ,,,3.08056872,16880,52
South Plainfield,NEW JERSEY,NJ,40.5793,-74.4115,2.764254476,24238,67
South River,NEW JERSEY,NJ,40.4465,-74.386,2.599170741,16159,42
South Toms River,NEW JERSEY,NJ,39.9421,-74.2043,3.475935829,3740,13
Sparta Township,NEW JERSEY,NJ,,,2.353696373,18694,44
Spotswood,NEW JERSEY,NJ,40.3918,-74.3985,3.586800574,8364,30
Spring Lake,NEW JERSEY,NJ,40.1535,-74.0294,4.394861393,2958,13
Spring Lake Heights,NEW JERSEY,NJ,40.1532,-74.0439,3.255914912,4607,15
"Springfield Township, Burlington County",NEW JERSEY,NJ,,,3.353658537,3280,11
"Springfield Township, Union County",NEW JERSEY,NJ,,,2.702398379,17762,48
Stafford Township,NEW JERSEY,NJ,,,2.579123835,27141,70
Stanhope,NEW JERSEY,NJ,40.9029,-74.7091,3.024803388,3306,10
Stone Harbor,NEW JERSEY,NJ,39.0509,-74.7579,23.28431373,816,19
Stratford,NEW JERSEY,NJ,39.8268,-75.0154,2.169824967,6913,15
Summit,NEW JERSEY,NJ,40.7182,-74.3592,2.350282486,22125,52
Surf City,NEW JERSEY,NJ,39.6621,-74.1651,8.517887564,1174,10
Teaneck Township,NEW JERSEY,NJ,,,2.662497863,40939,109
Tenafly,NEW JERSEY,NJ,40.9254,-73.9629,2.645502646,14742,39
Tewksbury Township,NEW JERSEY,NJ,,,1.888412017,5825,11
Tinton Falls,NEW JERSEY,NJ,40.2891,-74.0928,2.421989411,17754,43
Toms River Township,NEW JERSEY,NJ,,,1.963315291,92191,181
Totowa,NEW JERSEY,NJ,40.9051,-74.2099,3.000187512,10666,32
Trenton,NEW JERSEY,NJ,40.2171,-74.7429,4.286413621,83753,359
Tuckerton,NEW JERSEY,NJ,39.6032,-74.3401,3.896882494,3336,13
Union Beach,NEW JERSEY,NJ,40.4465,-74.1782,3.108429329,5469,17
Union City,NEW JERSEY,NJ,40.7795,-74.0238,3.073624017,69950,215
Union Township,NEW JERSEY,NJ,,,3.109019555,58861,183
Upper Saddle River,NEW JERSEY,NJ,41.0584,-74.0985,2.521008403,8330,21
Ventnor City,NEW JERSEY,NJ,39.3405,-74.4774,5.008839128,10182,51
Vernon Township,NEW JERSEY,NJ,,,1.858820329,22057,41
Verona,NEW JERSEY,NJ,40.8298,-74.2401,2.604748084,13437,35
Vineland,NEW JERSEY,NJ,39.4862,-75.0257,2.850986242,60330,172
Voorhees Township,NEW JERSEY,NJ,,,2.167108115,29071,63
Waldwick,NEW JERSEY,NJ,41.0107,-74.1179,2.495259008,10019,25
Wall Township,NEW JERSEY,NJ,,,3.236370641,25955,84
Wallington,NEW JERSEY,NJ,40.8532,-74.1138,2.055498458,11676,24
Wanaque,NEW JERSEY,NJ,41.0382,-74.294,2.424749164,11960,29
Warren Township,NEW JERSEY,NJ,,,2.319603787,15951,37
"Washington Township, Bergen County",NEW JERSEY,NJ,,,2.043230455,9299,19
"Washington Township, Gloucester County",NEW JERSEY,NJ,,,1.850119088,47024,87
"Washington Township, Morris County",NEW JERSEY,NJ,,,1.623025319,18484,30
"Washington Township, Warren County",NEW JERSEY,NJ,,,4.351880634,6434,28
Watchung,NEW JERSEY,NJ,40.6379,-74.451,6.398383566,5939,38
Waterford Township,NEW JERSEY,NJ,,,2.725307772,10641,29
Wayne Township,NEW JERSEY,NJ,,,2.705189547,54340,147
Weehawken Township,NEW JERSEY,NJ,,,4.753645532,15567,74
West Amwell Township,NEW JERSEY,NJ,,,2.176278564,2757,6
West Caldwell Township,NEW JERSEY,NJ,,,2.749266862,10912,30
West Deptford Township,NEW JERSEY,NJ,,,2.202115946,20889,46
West Long Branch,NEW JERSEY,NJ,40.2904,-74.0176,2.764861129,7957,22
West Milford Township,NEW JERSEY,NJ,,,1.88253012,26560,50
West New York,NEW JERSEY,NJ,40.788,-74.0143,2.310749607,54095,125
West Orange,NEW JERSEY,NJ,40.7987,-74.239,2.267479353,48071,109
West Wildwood,NEW JERSEY,NJ,39.0023,-74.8243,8.912655971,561,5
West Windsor Township,NEW JERSEY,NJ,,,2.121865827,28277,60
Westampton Township,NEW JERSEY,NJ,,,2.970749543,8752,26
Westfield,NEW JERSEY,NJ,40.659,-74.3474,2.332478091,30011,70
Westville,NEW JERSEY,NJ,39.8701,-75.1265,2.911914584,4121,12
Westwood,NEW JERSEY,NJ,40.9912,-74.0326,2.941438631,11219,33
Wharton,NEW JERSEY,NJ,40.8932,-74.5818,3.394014193,6482,22
Wildwood,NEW JERSEY,NJ,38.9918,-74.8149,10.72492552,5035,54
Wildwood Crest,NEW JERSEY,NJ,38.9748,-74.8335,8.664955071,3116,27
Willingboro Township,NEW JERSEY,NJ,,,2.365832399,32124,76
Winfield Township,NEW JERSEY,NJ,,,6.605019815,1514,10
Winslow Township,NEW JERSEY,NJ,,,2.110364233,38382,81
Wood-Ridge,NEW JERSEY,NJ,40.8457,-74.0879,2.635914333,9105,24
Woodbridge Township,NEW JERSEY,NJ,,,2.616866897,100884,264
Woodbury,NEW JERSEY,NJ,39.8382,-75.1527,3.283398317,9746,32
Woodbury Heights,NEW JERSEY,NJ,39.8171,-75.1552,2.717391304,2944,8
Woodcliff Lake,NEW JERSEY,NJ,41.0234,-74.0665,3.25119781,5844,19
Woodland Park,NEW JERSEY,NJ,40.8893,-74.197,2.34393312,12799,30
Woodlynne,NEW JERSEY,NJ,39.9173,-75.0963,2.756719504,2902,8
Woodstown,NEW JERSEY,NJ,39.6515,-75.3282,2.901073397,3447,10
Woolwich Township,NEW JERSEY,NJ,,,1.978474201,12636,25
Wyckoff Township,NEW JERSEY,NJ,,,1.515063225,17161,26
Alamogordo,NEW MEXICO,NM,32.8998,-105.9603,2.680965147,31332,84
Anthony,NEW MEXICO,NM,32.004,-106.6058,1.181144637,9313,11
Artesia,NEW MEXICO,NM,32.8423,-104.4033,3.914383276,12007,47
Aztec,NEW MEXICO,NM,36.8221,-107.9929,2.600183542,6538,17
Bayard,NEW MEXICO,NM,32.7617,-108.1306,3.23176362,2166,7
Belen,NEW MEXICO,NM,34.6628,-106.7764,3.682197989,7061,26
Bernalillo,NEW MEXICO,NM,35.3009,-106.5514,2.438776547,9841,24
Bloomfield,NEW MEXICO,NM,36.7111,-107.9845,1.767230497,7922,14
Bosque Farms,NEW MEXICO,NM,34.8548,-106.7053,3.694906308,3789,14
Capitan,NEW MEXICO,NM,33.5454,-105.5722,2.139800285,1402,3
Carlsbad,NEW MEXICO,NM,32.4207,-104.2288,3.155223266,29158,92
Carrizozo,NEW MEXICO,NM,33.6432,-105.8777,4.310344828,928,4
Clayton,NEW MEXICO,NM,36.4513,-103.1858,4.753199269,2735,13
Cloudcroft,NEW MEXICO,NM,32.9577,-105.7427,4.35413643,689,3
Clovis,NEW MEXICO,NM,34.4055,-103.2051,1.971174769,39063,77
Corrales,NEW MEXICO,NM,35.2382,-106.607,2.098635887,8577,18
Cuba,NEW MEXICO,NM,36.0219,-106.9584,6.666666667,750,5
Deming,NEW MEXICO,NM,32.2687,-107.7586,2.838087129,14094,40
Dexter,NEW MEXICO,NM,33.1973,-104.373,4.830917874,1242,6
Edgewood,NEW MEXICO,NM,35.0614,-106.1914,3.323958067,3911,13
Estancia,NEW MEXICO,NM,34.7584,-106.0559,1.897533207,1581,3
Eunice,NEW MEXICO,NM,32.4373,-103.1591,3.714961162,2961,11
Gallup,NEW MEXICO,NM,35.5284,-108.7439,3.594176524,21980,79
Grants,NEW MEXICO,NM,35.1473,-107.8514,2.672010688,8982,24
Hatch,NEW MEXICO,NM,32.6652,-107.1534,5.600497822,1607,9
Hobbs,NEW MEXICO,NM,32.7026,-103.136,2.687891441,38320,103
Hope,NEW MEXICO,NM,32.69,-104.92,9.523809524,105,1
Hurley,NEW MEXICO,NM,32.6992,-108.132,4.170141785,1199,5
Jal,NEW MEXICO,NM,32.1132,-103.1935,6.756756757,2072,14
Logan,NEW MEXICO,NM,35.3657,-103.4109,4.158004158,962,4
Lordsburg,NEW MEXICO,NM,32.3504,-108.7084,5.36968195,2421,13
Los Alamos,NEW MEXICO,NM,35.8585,-106.3172,3.759995763,18883,71
Los Lunas,NEW MEXICO,NM,34.8142,-106.7613,2.762076053,15568,43
Lovington,NEW MEXICO,NM,32.944,-103.3486,2.953020134,11175,33
Magdalena,NEW MEXICO,NM,34.1169,-107.2441,2.288329519,874,2
Milan,NEW MEXICO,NM,35.1698,-107.8909,3.018660812,3644,11
Moriarty,NEW MEXICO,NM,34.9901,-106.0492,6.190208216,1777,11
Peralta,NEW MEXICO,NM,34.837,-106.6906,3.9193729,3572,14
Questa,NEW MEXICO,NM,36.7039,-105.595,2.287021155,1749,4
Raton,NEW MEXICO,NM,36.9036,-104.4391,3.691275168,5960,22
Red River,NEW MEXICO,NM,36.7081,-105.4061,23.60515022,466,11
Rio Rancho,NEW MEXICO,NM,35.2334,-106.6645,2.197260612,97394,214
Ruidoso,NEW MEXICO,NM,33.3316,-105.6731,4.664420834,7718,36
Ruidoso Downs,NEW MEXICO,NM,33.33,-105.61,3.910833007,2557,10
San Ysidro,NEW MEXICO,NM,35.5634,-106.7706,15.2284264,197,3
Santa Clara,NEW MEXICO,NM,32.7795,-108.1503,2.799552072,1786,5
Santa Fe,NEW MEXICO,NM,35.687,-105.9378,2.328454666,84176,196
Santa Rosa,NEW MEXICO,NM,34.9387,-104.6825,5.574136009,2691,15
Socorro,NEW MEXICO,NM,33.9905,-106.9221,1.913189047,8363,16
Springer,NEW MEXICO,NM,36.3612,-104.5949,2.214839424,903,2
Taos,NEW MEXICO,NM,36.4072,-105.5731,4.768632992,5662,27
Taos Ski Valley,NEW MEXICO,NM,36.5844,-105.4522,44.7761194,67,3
Tatum,NEW MEXICO,NM,33.2571,-103.3177,9.840098401,813,8
Texico,NEW MEXICO,NM,34.3887,-103.0513,3.593890386,1113,4
Truth or Consequences,NEW MEXICO,NM,33.1283,-107.2529,2.723404255,5875,16
Tularosa,NEW MEXICO,NM,33.074,-106.0186,4.083021436,2939,12
Addison Town and Village,NEW YORK,NY,,,1.204819277,2490,3
Akron Village,NEW YORK,NY,,,0.348189415,2872,1
Albany,NEW YORK,NY,42.6512,-73.755,4.10894815,98322,404
Albion Village,NEW YORK,NY,,,2.211636611,5878,13
Alfred Village,NEW YORK,NY,,,1.243162606,4022,5
Allegany Village,NEW YORK,NY,,,1.175088132,1702,2
Altamont Village,NEW YORK,NY,,,0.585823081,1707,1
Amherst Town,NEW YORK,NY,,,1.491639402,121343,181
Amityville Village,NEW YORK,NY,,,2.519420533,9526,24
Amsterdam,NEW YORK,NY,42.9434,-74.185,2.367931443,17737,42
Arcade Village,NEW YORK,NY,,,3.075345976,1951,6
Ardsley Village,NEW YORK,NY,,,4.117902037,4614,19
Asharoken Village,NEW YORK,NY,,,3.076923077,650,2
Attica Village,NEW YORK,NY,,,0.824402308,2426,2
Auburn,NEW YORK,NY,42.932,-76.5672,2.634550245,26570,70
Avon Village,NEW YORK,NY,,,1.236476043,3235,4
Baldwinsville Village,NEW YORK,NY,,,1.379137412,7976,11
Ballston Spa Village,NEW YORK,NY,,,0.562957403,5329,3
Batavia,NEW YORK,NY,42.998,-78.1876,2.334363199,14565,34
Bath Village,NEW YORK,NY,,,2.000727537,5498,11
Beacon,NEW YORK,NY,41.5049,-73.9697,2.527912366,14241,36
Bedford Town,NEW YORK,NY,,,2.38438505,18034,43
Belmont Village,NEW YORK,NY,,,1.095290252,913,1
Bethlehem Town,NEW YORK,NY,,,1.484427515,35704,53
Binghamton,NEW YORK,NY,42.097,-75.9143,3.253409395,44876,146
Blooming Grove Town,NEW YORK,NY,,,1.093539704,11888,13
Bolivar Village,NEW YORK,NY,,,1.011122346,989,1
Boonville Village,NEW YORK,NY,,,0.989119683,2022,2
Briarcliff Manor Village,NEW YORK,NY,,,2.610641472,8044,21
Brighton Town,NEW YORK,NY,,,1.233890869,36470,45
Brockport Village,NEW YORK,NY,,,1.930036188,8290,16
Bronxville Village,NEW YORK,NY,,,3.493317132,6584,23
Buffalo,NEW YORK,NY,42.9333,-78.877,3.76811931,258219,973
Cairo Town,NEW YORK,NY,,,0.156152405,6404,1
Caledonia Village,NEW YORK,NY,,,1.401869159,2140,3
Cambridge Village,NEW YORK,NY,,,1.658374793,1809,3
Camden Village,NEW YORK,NY,,,1.373626374,2184,3
Camillus Town and Village,NEW YORK,NY,,,1.103752759,24462,27
Canajoharie Village,NEW YORK,NY,,,1.878816346,2129,4
Canandaigua,NEW YORK,NY,42.8845,-77.2784,2.536090519,10252,26
Canastota Village,NEW YORK,NY,,,1.102292769,4536,5
Canisteo Village,NEW YORK,NY,,,0.927643785,2156,2
Canton Village,NEW YORK,NY,,,1.689708141,6510,11
Carmel Town,NEW YORK,NY,,,1.19248444,34382,41
Carthage Village,NEW YORK,NY,,,1.179245283,3392,4
Catskill Village,NEW YORK,NY,,,4.207204838,3803,16
Cayuga Heights Village,NEW YORK,NY,,,1.865174527,3753,7
Cazenovia Village,NEW YORK,NY,,,1.759324419,2842,5
Central Square Village,NEW YORK,NY,,,1.696832579,1768,3
Centre Island Village,NEW YORK,NY,,,16.90821256,414,7
Cheektowaga Town,NEW YORK,NY,,,2.03482382,77648,158
Chester Town,NEW YORK,NY,43.6526,-73.801,1.490127903,8053,12
Chester Village,NEW YORK,NY,,,2.886697137,4157,12
Chittenango Village,NEW YORK,NY,,,0.617156964,4861,3
Clarkstown Town,NEW YORK,NY,,,2.146498524,81994,176
Clayton Village,NEW YORK,NY,,,4.301075269,1860,8
Cobleskill Village,NEW YORK,NY,,,2.867225408,4534,13
Coeymans Town,NEW YORK,NY,,,0.539374326,7416,4
Cohoes,NEW YORK,NY,42.7742,-73.7001,2.296955062,16979,39
Colchester Town,NEW YORK,NY,,,1.011122346,1978,2
Colonie Town,NEW YORK,NY,,,1.916284662,79842,153
Cooperstown Village,NEW YORK,NY,,,2.845759818,1757,5
Corning,NEW YORK,NY,42.1429,-77.0547,2.161044818,10643,23
Cornwall Town,NEW YORK,NY,,,1.255492781,9558,12
Cornwall-on-Hudson Village,NEW YORK,NY,,,1.022146508,2935,3
Cortland,NEW YORK,NY,42.6012,-76.1805,2.469003274,18631,46
Crawford Town,NEW YORK,NY,,,1.301942064,9217,12
Croton-on-Hudson Village,NEW YORK,NY,,,2.535007243,8284,21
Cuba Town,NEW YORK,NY,,,1.286173633,3110,4
Deerpark Town,NEW YORK,NY,,,0.386647764,7759,3
Delhi Village,NEW YORK,NY,,,1.283697047,3116,4
Depew Village,NEW YORK,NY,,,2.374826836,15159,36
DeWitt Town,NEW YORK,NY,,,1.741332911,25268,44
Dobbs Ferry Village,NEW YORK,NY,,,2.414594885,11182,27
Dolgeville Village,NEW YORK,NY,,,1.439539347,2084,3
Dryden Village,NEW YORK,NY,,,1.817355747,2201,4
Dunkirk,NEW YORK,NY,42.4795,-79.3339,3.147596767,11755,37
East Aurora-Aurora Town,NEW YORK,NY,,,1.438848921,13900,20
East Fishkill Town,NEW YORK,NY,,,1.147756811,29623,34
East Greenbush Town,NEW YORK,NY,,,2.020696834,16331,33
East Hampton Town,NEW YORK,NY,,,4.601840736,19992,92
East Hampton Village,NEW YORK,NY,,,23.00884956,1130,26
East Rochester Village,NEW YORK,NY,,,1.367781155,6580,9
Eastchester Town,NEW YORK,NY,,,2.44474868,20452,50
Eden Town,NEW YORK,NY,,,0.652145559,7667,5
Ellenville Village,NEW YORK,NY,,,2.734277902,4023,11
Ellicott Town,NEW YORK,NY,,,2.371541502,5060,12
Ellicottville,NEW YORK,NY,42.2751,-78.6728,1.895135818,1583,3
Elmira Heights Village,NEW YORK,NY,,,2.328589909,3865,9
Elmira Town,NEW YORK,NY,,,0.706090026,5665,4
Elmsford Village,NEW YORK,NY,,,4.647704034,5379,25
Endicott Village,NEW YORK,NY,,,2.35220323,12754,30
Evans Town,NEW YORK,NY,,,1.787916153,16220,29
Fairport Village,NEW YORK,NY,,,2.041573868,5388,11
Fallsburg Town,NEW YORK,NY,,,1.720324404,12207,21
Floral Park Village,NEW YORK,NY,,,2.851652098,16131,46
Florida Village,NEW YORK,NY,,,0.348189415,2872,1
Fort Edward Village,NEW YORK,NY,,,1.52578578,3277,5
Fort Plain Village,NEW YORK,NY,,,1.352569883,2218,3
Freeport Village,NEW YORK,NY,,,2.614858821,43597,114
Garden City Village,NEW YORK,NY,,,2.725394523,22749,62
Gates Town,NEW YORK,NY,,,1.218790264,28717,35
Geddes Town,NEW YORK,NY,,,1.572172546,10177,16
Geneseo Village,NEW YORK,NY,,,0.977517107,8184,8
Geneva,NEW YORK,NY,42.869,-76.9777,2.803519975,12841,36
Glens Falls,NEW YORK,NY,43.3097,-73.6441,2.221759356,14403,32
Glenville Town,NEW YORK,NY,,,1.153668666,21670,25
Gloversville,NEW YORK,NY,43.0528,-74.3437,2.489905787,14860,37
Goshen Town,NEW YORK,NY,,,0.919223256,8703,8
Goshen Village,NEW YORK,NY,,,3.72231528,5373,20
Gouverneur Village,NEW YORK,NY,,,2.160994057,3702,8
Granville Village,NEW YORK,NY,,,6.132461161,2446,15
Great Neck Estates Village,NEW YORK,NY,,,5.521048999,2898,16
Greece Town,NEW YORK,NY,,,1.096740817,96650,106
Greenburgh Town,NEW YORK,NY,,,2.99630383,45723,137
Greene Village,NEW YORK,NY,,,1.396648045,1432,2
Greenwich Village,NEW YORK,NY,,,0.581057525,1721,1
Greenwood Lake Village,NEW YORK,NY,,,1.936108422,3099,6
Guilderland Town,NEW YORK,NY,,,1.459427904,34260,50
Hamburg Town,NEW YORK,NY,,,1.441170144,46490,67
Hamburg Village,NEW YORK,NY,,,1.540832049,9735,15
Hamilton Village,NEW YORK,NY,,,1.222195062,4091,5
Harriman Village,NEW YORK,NY,,,2.844372206,2461,7
Harrison Town,NEW YORK,NY,,,2.644306044,28741,76
Hastings-on-Hudson Village,NEW YORK,NY,,,2.615193026,8030,21
Haverstraw Town,NEW YORK,NY,,,1.774834437,37750,67
Hempstead Village,NEW YORK,NY,,,2.640075635,56059,148
Highland Falls Village,NEW YORK,NY,,,2.344971339,3838,9
Holley Village,NEW YORK,NY,,,0.591366056,1691,1
Homer Village,NEW YORK,NY,,,1.932989691,3104,6
Hoosick Falls Village,NEW YORK,NY,,,0.295333727,3386,1
Hornell,NEW YORK,NY,42.3278,-77.6611,2.69574807,8161,22
Horseheads Village,NEW YORK,NY,,,1.392326733,6464,9
Hudson,NEW YORK,NY,42.2529,-73.791,4.859873643,6173,30
Hudson Falls Village,NEW YORK,NY,,,1.414227125,7071,10
Huntington Bay Village,NEW YORK,NY,,,2.78551532,1436,4
Hyde Park Town,NEW YORK,NY,,,0.807754443,21046,17
Ilion Village,NEW YORK,NY,,,2.585315408,7736,20
Inlet Town,NEW YORK,NY,,,3.25732899,307,1
Irondequoit Town,NEW YORK,NY,,,1.194933482,50212,60
Irvington Village,NEW YORK,NY,,,3.317749962,6631,22
Ithaca,NEW YORK,NY,42.4396,-76.4968,2.343875421,31145,73
Jamestown,NEW YORK,NY,42.097,-79.2353,2.450313096,29384,72
Johnson City Village,NEW YORK,NY,,,2.913025385,14418,42
Johnstown,NEW YORK,NY,43.0069,-74.3676,3.266787659,8265,27
Kenmore Village,NEW YORK,NY,,,1.647120833,15178,25
Kensington Village,NEW YORK,NY,,,5.033557047,1192,6
Kent Town,NEW YORK,NY,,,1.800990545,13326,24
Kingston,NEW YORK,NY,41.9288,-74.0024,3.163322789,23077,73
Kirkland Town,NEW YORK,NY,,,0.598444045,8355,5
Lackawanna,NEW YORK,NY,42.8256,-78.8234,2.625111707,17904,47
Lake Placid Village,NEW YORK,NY,,,5.838198499,2398,14
Lake Success Village,NEW YORK,NY,,,8.832807571,3170,28
Lakewood-Busti,NEW YORK,NY,,,1.515151515,7260,11
Lancaster Town,NEW YORK,NY,,,1.773612876,37776,67
Larchmont Village,NEW YORK,NY,,,4.032258065,6200,25
Lewisboro Town,NEW YORK,NY,,,0.233954613,12823,3
Lewiston Town and Village,NEW YORK,NY,,,0.753674162,15922,12
Liberty Village,NEW YORK,NY,,,4.398826979,4092,18
Little Falls,NEW YORK,NY,43.0434,-74.8596,2.561912895,4684,12
Liverpool Village,NEW YORK,NY,,,1.787310098,2238,4
Lloyd Harbor Village,NEW YORK,NY,,,3.786854206,3697,14
Lloyd Town,NEW YORK,NY,,,1.3320647,10510,14
Lockport,NEW YORK,NY,43.1706,-78.6903,2.440691204,20486,50
Long Beach,NEW YORK,NY,40.5885,-73.6579,2.455548652,33801,83
Lowville Village,NEW YORK,NY,,,1.493875112,3347,5
Lynbrook Village,NEW YORK,NY,,,2.93745252,19745,58
Macedon Town and Village,NEW YORK,NY,,,0.78125,8960,7
Malone Village,NEW YORK,NY,,,2.127282397,5641,12
Malverne Village,NEW YORK,NY,,,2.550428936,8626,22
Mamaroneck Town,NEW YORK,NY,,,2.75616083,12336,34
Mamaroneck Village,NEW YORK,NY,,,2.923676652,19496,57
Manchester Village,NEW YORK,NY,,,0.613496933,1630,1
Manlius Town,NEW YORK,NY,,,1.802023181,24417,44
Marlborough Town,NEW YORK,NY,,,1.154334526,8663,10
Massena Village,NEW YORK,NY,,,2.429307162,10291,25
Maybrook Village,NEW YORK,NY,,,1.090809926,3667,4
Medina Village,NEW YORK,NY,,,2.285915245,5687,13
Menands Village,NEW YORK,NY,,,3.553299492,3940,14
Middleport Village,NEW YORK,NY,,,2.277904328,1756,4
Middletown,NEW YORK,NY,41.4459,-74.4229,2.940649094,27885,82
Mohawk Village,NEW YORK,NY,,,1.566170713,2554,4
Monroe Village,NEW YORK,NY,,,2.30813618,8665,20
Montgomery Town,NEW YORK,NY,,,1.644376233,9122,15
Montgomery Village,NEW YORK,NY,,,0.854335754,4682,4
Monticello Village,NEW YORK,NY,,,3.585905831,6414,23
Moriah Town,NEW YORK,NY,,,0.566251416,3532,2
Mount Hope Town,NEW YORK,NY,,,0.429922614,6978,3
Mount Pleasant Town,NEW YORK,NY,,,1.886365351,26506,50
Mount Vernon,NEW YORK,NY,40.9126,-73.8371,3.904832412,68889,269
New Berlin Town,NEW YORK,NY,,,0.661375661,1512,1
New Castle Town,NEW YORK,NY,,,2.143210419,18197,39
New Hartford Town and Village,NEW YORK,NY,,,1.18623962,20232,24
New Paltz Town and Village,NEW YORK,NY,,,1.705150977,14075,24
New Rochelle,NEW YORK,NY,40.9115,-73.7826,2.713467762,80340,218
New Windsor Town,NEW YORK,NY,,,1.954721541,28137,55
New York,NEW YORK,NY,40.7648,-73.9808,6.133632659,8523171,52278
New York Mills Village,NEW YORK,NY,,,1.225114855,3265,4
Newark Village,NEW YORK,NY,,,1.692238267,8864,15
Newburgh,NEW YORK,NY,41.5034,-74.0104,3.323668765,28282,94
Newburgh Town,NEW YORK,NY,,,1.826923077,31200,57
Niagara Falls,NEW YORK,NY,43.1031,-79.0303,3.400725765,48225,164
Niagara Town,NEW YORK,NY,,,1.123034689,8014,9
Niskayuna Town,NEW YORK,NY,,,1.334163479,22486,30
Nissequogue Village,NEW YORK,NY,,,0.571102227,1751,1
North Greenbush Town,NEW YORK,NY,,,1.473477407,12216,18
North Syracuse Village,NEW YORK,NY,,,1.634472511,6730,11
North Tonawanda,NEW YORK,NY,43.0387,-78.8642,1.714756801,30325,52
Northport Village,NEW YORK,NY,,,2.852485738,7362,21
Norwich,NEW YORK,NY,42.5312,-75.5235,2.854567308,6656,19
Ocean Beach Village,NEW YORK,NY,,,48.19277108,83,4
Ogden Town,NEW YORK,NY,,,0.690063091,20288,14
Ogdensburg,NEW YORK,NY,44.6942,-75.4863,2.916549064,10629,31
Old Brookville Village,NEW YORK,NY,,,15.31531532,2220,34
Old Westbury Village,NEW YORK,NY,,,6.298551333,4763,30
Olean,NEW YORK,NY,42.0776,-78.4297,2.9379361,13615,40
Oneida,NEW YORK,NY,43.0922,-75.6509,2.468007313,10940,27
Oneonta City,NEW YORK,NY,,,1.989625524,14073,28
Orangetown Town,NEW YORK,NY,,,2.343770574,37973,89
Orchard Park Town,NEW YORK,NY,,,1.411290323,29760,42
Ossining Village,NEW YORK,NY,,,2.553826811,25452,65
Oswego City,NEW YORK,NY,,,2.993667242,17370,52
Owego Village,NEW YORK,NY,,,0.769625449,3898,3
Oyster Bay Cove Village,NEW YORK,NY,,,3.22432059,4342,14
Palmyra Village,NEW YORK,NY,,,1.793721973,3345,6
Peekskill,NEW YORK,NY,41.2898,-73.9205,2.462548738,24365,60
Pelham Manor Village,NEW YORK,NY,,,4.240282686,5660,24
Pelham Village,NEW YORK,NY,,,3.979533826,7036,28
Penn Yan Village,NEW YORK,NY,,,2.830570158,4946,14
Perry Village,NEW YORK,NY,,,1.151410478,3474,4
Piermont Village,NEW YORK,NY,,,3.094777563,2585,8
Plattsburgh City,NEW YORK,NY,,,2.595287772,19651,51
Pleasantville Village,NEW YORK,NY,,,2.992383025,7352,22
Port Chester Village,NEW YORK,NY,,,2.146642517,29814,64
Port Dickinson Village,NEW YORK,NY,,,3.219575016,1553,5
Port Jervis,NEW YORK,NY,41.3751,-74.6927,3.721362949,8599,32
Port Washington,NEW YORK,NY,40.8257,-73.6982,3.579647149,19555,70
Potsdam Village,NEW YORK,NY,,,1.851280469,9723,18
