State,Abbrev,City,Population,"Violentcrime","Murder andnonnegligentmanslaughter",Rape1,Robbery,"Aggravatedassault","Propertycrime",Burglary,"Larceny-theft",Arson2,"Motorvehicletheft",Total,Per_1k
ARKANSAS,AR,Camden,"10,880",127,0,16,10,101,488,155,313,3,20,"1,233",113.3272059
ARKANSAS,AR,Caraway,"1,253",5,0,1,0,4,13,2,11,0,0,36,28.73104549
ARKANSAS,AR,Carlisle,"2,177",6,0,3,0,3,48,7,35,0,6,108,49.60955443
ARKANSAS,AR,Cave Springs,"4,981",1,0,1,0,0,32,6,25,0,1,66,13.25035134
ARKANSAS,AR,Cedarville,"1,401",1,0,0,0,1,12,4,7,0,1,26,18.55817273
ARKANSAS,AR,Centerton,"14,791",59,0,26,0,33,130,30,97,0,3,378,25.5560814
ARKANSAS,AR,Charleston,"2,458",3,0,1,0,2,20,3,17,0,0,46,18.71440195
ARKANSAS,AR,Cherokee Village,"4,637",12,0,3,0,9,81,35,41,0,5,186,40.11214147
ARKANSAS,AR,Cherry Valley,593,3,0,0,0,3,7,2,4,0,1,20,33.72681282
ARKANSAS,AR,Clarksville,"9,679",26,0,10,3,13,348,46,293,1,9,749,77.38402728
ARKANSAS,AR,Clinton,"2,471",4,0,1,0,3,94,16,77,0,1,196,79.32011331
ARKANSAS,AR,Conway,"66,720",361,5,50,56,250,"2,229",248,"1,881",3,100,"5,183",77.68285372
ARKANSAS,AR,Corning,"3,102",4,0,1,0,3,39,14,25,0,0,86,27.724049
ARKANSAS,AR,Cotter,935,5,0,0,0,5,21,10,11,1,0,53,56.68449198
ARKANSAS,AR,Crossett,"4,920",26,2,6,2,16,223,86,128,4,9,502,102.0325203
ARKANSAS,AR,Damascus,372,0,0,0,0,0,6,0,6,0,0,12,32.25806452
ARKANSAS,AR,Danville,"2,422",1,0,0,0,1,12,4,6,0,2,26,10.73492981
ARKANSAS,AR,Dardanelle,"4,535",16,0,7,0,9,124,40,76,0,8,280,61.74200662
ARKANSAS,AR,Decatur,"1,814",15,0,9,0,6,50,11,34,1,5,131,72.21609702
ARKANSAS,AR,De Queen,"6,588",19,0,1,1,17,155,44,107,2,4,350,53.12689739
ARKANSAS,AR,Des Arc,"1,618",9,0,5,0,4,34,8,25,0,1,86,53.15203956
ARKANSAS,AR,DeWitt,"3,058",39,0,3,0,36,115,42,65,3,8,311,101.7004578
ARKANSAS,AR,Diamond City,794,0,0,0,0,0,3,2,1,0,0,6,7.556675063
ARKANSAS,AR,Diaz,"1,215",2,0,0,0,2,17,6,9,1,2,39,32.09876543
ARKANSAS,AR,Dover,"1,411",1,0,0,0,1,31,7,22,0,2,64,45.3579022
ARKANSAS,AR,Dumas,"4,179",12,0,0,5,7,41,18,21,2,2,108,25.84350323
ARKANSAS,AR,El Dorado5,"17,916",,,11,27,158,"1,069",576,437,2,56,"2,336",130.3862469
ARKANSAS,AR,Elkins,"3,111",8,0,1,0,7,23,3,20,0,0,62,19.92928319
ARKANSAS,AR,Eudora,"1,970",20,0,1,0,19,53,19,33,1,1,147,74.61928934
ARKANSAS,AR,Eureka Springs,"2,073",20,0,3,1,16,109,29,69,0,11,258,124.4573082
ARKANSAS,AR,Fairfield Bay,"2,189",7,0,3,0,4,60,16,43,2,1,136,62.12882595
ARKANSAS,AR,Farmington,"7,032",16,0,3,1,12,86,19,62,1,5,205,29.15244596
ARKANSAS,AR,Fayetteville,"87,008",496,1,81,60,354,"3,768",444,"2,894",5,430,"8,533",98.07144171
ARKANSAS,AR,Flippin,"1,324",5,0,2,0,3,116,23,91,0,2,242,182.7794562
ARKANSAS,AR,Fordyce,"3,852",46,0,3,5,38,154,41,110,3,3,403,104.6209761
ARKANSAS,AR,Forrest City,"14,144",132,3,4,18,107,882,154,552,11,176,"2,039",144.1600679
ARKANSAS,AR,Fort Smith,"88,290",707,9,86,97,515,"4,265",711,"3,268",17,286,"9,961",112.8213841
ARKANSAS,AR,Gassville,"2,145",8,0,1,0,7,87,19,64,1,4,191,89.04428904
ARKANSAS,AR,Gentry,"3,842",6,0,4,0,2,21,0,14,0,7,54,14.05517959
ARKANSAS,AR,Gosnell,"3,225",19,0,0,0,19,33,11,21,1,1,105,32.55813953
ARKANSAS,AR,Gravette,"3,328",18,0,4,0,14,84,14,67,0,3,204,61.29807692
ARKANSAS,AR,Green Forest,"2,682",16,0,6,2,8,52,17,25,1,10,137,51.08128262
ARKANSAS,AR,Greenland,"1,422",7,0,2,0,5,14,3,8,0,3,42,29.53586498
ARKANSAS,AR,Greenwood,"9,454",18,0,3,0,15,37,7,29,0,1,110,11.63528665
ARKANSAS,AR,Greers Ferry,854,0,0,0,0,0,12,2,9,0,1,24,28.1030445
ARKANSAS,AR,Gurdon,"2,080",17,0,1,0,16,35,13,20,1,2,105,50.48076923
ARKANSAS,AR,Hamburg,"2,672",9,0,1,1,7,24,14,10,0,0,66,24.7005988
ARKANSAS,AR,Harrison,"13,100",65,0,6,10,49,468,80,357,2,31,"1,068",81.52671756
ARKANSAS,AR,Haskell,"4,649",19,0,9,0,10,36,2,32,0,2,110,23.66100237
ARKANSAS,AR,Hazen,"1,372",0,0,0,0,0,16,7,7,0,2,32,23.32361516
ARKANSAS,AR,Heber Springs,"6,929",18,0,6,1,11,199,44,148,1,7,435,62.77962188
ARKANSAS,AR,Helena-West Helena,"10,477",157,8,4,19,126,471,160,293,4,18,"1,260",120.2634342
ARKANSAS,AR,Highfill,663,0,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,AR,Highland,"1,104",7,0,2,0,5,28,6,19,0,3,70,63.4057971
ARKANSAS,AR,Hope,"9,744",75,0,8,12,55,392,78,294,2,20,936,96.0591133
ARKANSAS,AR,Hot Springs,"37,006",194,6,29,46,113,"2,592",740,"1,651",7,201,"5,579",150.7593363
ARKANSAS,AR,Hoxie,"2,611",8,0,4,0,4,16,5,9,0,2,48,18.38376101
ARKANSAS,AR,Hughes,"1,254",8,0,2,1,5,21,9,12,2,0,60,47.84688995
ARKANSAS,AR,Jacksonville,"28,530",331,2,10,35,284,"1,322",271,916,6,135,"3,312",116.0883281
ARKANSAS,AR,Jericho,111,0,0,0,0,0,3,2,1,0,0,6,54.05405405
ARKANSAS,AR,Johnson,"3,716",9,0,1,0,8,80,27,43,1,10,179,48.17007535
ARKANSAS,AR,Jonesboro,"77,134",425,4,57,57,307,"3,143","1,150","1,825",11,168,"7,147",92.65693469
ARKANSAS,AR,Judsonia,"1,988",8,0,2,0,6,22,7,15,0,0,60,30.18108652
ARKANSAS,AR,Kensett,"1,629",3,0,1,0,2,30,5,22,0,3,66,40.51565378
ARKANSAS,AR,Lake City,"2,507",4,0,1,1,2,24,4,14,0,6,56,22.33745513
ARKANSAS,AR,Lakeview,713,0,0,0,0,0,19,4,15,0,0,38,53.29593268
ARKANSAS,AR,Lake Village,"2,293",14,0,0,7,7,86,30,56,0,0,200,87.22197994
ARKANSAS,AR,Lamar,"1,729",4,0,2,0,2,14,5,9,0,0,36,20.82128398
ARKANSAS,AR,Lavaca,"2,464",9,0,5,0,4,29,8,20,0,1,76,30.84415584
ARKANSAS,AR,Leachville,"1,766",5,0,2,0,3,25,4,18,0,3,60,33.97508494
ARKANSAS,AR,Lewisville,"1,133",4,0,0,0,4,23,9,14,0,0,54,47.66107679
ARKANSAS,AR,Lincoln,"2,489",27,0,4,1,22,51,14,34,2,3,158,63.47930896
ARKANSAS,AR,Little Flock,"2,787",10,0,3,0,7,35,9,21,0,5,90,32.29278794
ARKANSAS,AR,Little Rock,"199,288","2,882",40,218,371,"2,253","13,049","2,079","9,850",57,"1,120","31,919",160.1651881
ARKANSAS,AR,Lonoke,"4,247",34,0,5,2,27,145,29,109,1,7,359,84.53025665
ARKANSAS,AR,Lowell,"9,522",18,0,2,3,13,114,37,68,0,9,264,27.7252678
ARKANSAS,AR,Luxora,"1,044",0,0,0,0,0,3,0,2,0,1,6,5.747126437
ARKANSAS,AR,Magnolia5,"11,425",22,2,2,7,11,,,258,3,13,318,27.83369803
ARKANSAS,AR,Mammoth Spring,931,0,0,0,0,0,1,0,1,0,0,2,2.148227712
ARKANSAS,AR,Marianna,"3,492",28,1,2,3,22,207,76,112,3,19,473,135.4524628
ARKANSAS,AR,Marion,"12,426",125,0,13,20,92,500,143,322,2,35,"1,252",100.7564784
ARKANSAS,AR,Marked Tree,"2,493",20,0,1,3,16,57,17,39,1,1,155,62.17408744
ARKANSAS,AR,Marmaduke,"1,260",3,0,0,0,3,30,5,24,2,1,68,53.96825397
ARKANSAS,AR,Maumelle,"18,356",47,1,2,5,39,326,78,226,2,22,748,40.74961865
ARKANSAS,AR,Mayflower,"2,511",11,0,4,1,6,76,29,44,0,3,174,69.29510155
ARKANSAS,AR,McCrory,"1,532",11,0,8,0,3,22,1,20,0,1,66,43.08093995
ARKANSAS,AR,McGehee,"3,775",10,0,3,1,6,67,21,44,0,2,154,40.79470199
ARKANSAS,AR,McRae,665,2,0,1,0,1,5,0,4,0,1,14,21.05263158
ARKANSAS,AR,Mena,"5,546",14,1,7,1,5,208,25,177,0,6,444,80.05769924
ARKANSAS,AR,Menifee,312,1,0,0,0,1,1,0,1,0,0,4,12.82051282
ARKANSAS,AR,Mineral Springs,"1,160",0,0,0,0,0,13,5,8,1,0,27,23.27586207
ARKANSAS,AR,Monticello,"9,630",53,2,11,8,32,301,64,216,1,21,709,73.62409138
ARKANSAS,AR,Morrilton,"6,633",9,0,3,1,5,288,18,260,3,10,597,90.00452284
ARKANSAS,AR,Mountainburg,614,1,0,0,0,1,31,2,22,0,7,64,104.2345277
ARKANSAS,AR,Mountain Home,"12,315",22,3,7,0,12,590,54,515,1,21,"1,225",99.47218839
ARKANSAS,AR,Mountain View,"2,867",19,0,5,0,14,103,22,79,1,2,245,85.45517963
ARKANSAS,AR,Mulberry,"1,640",11,0,1,1,9,48,13,33,1,2,119,72.56097561
ARKANSAS,AR,Murfreesboro,"1,542",5,0,2,0,3,24,6,17,1,1,59,38.26199741
ARKANSAS,AR,Nashville,"4,454",18,0,6,0,12,156,13,138,1,5,349,78.35653345
ARKANSAS,AR,Newport,"7,654",67,0,4,7,56,358,84,266,2,8,852,111.3143454
ARKANSAS,AR,Norfork,528,0,0,0,0,0,4,0,3,0,1,8,15.15151515
ARKANSAS,AR,North Little Rock,"66,424",494,13,16,97,368,"2,287",431,"1,567",10,289,"5,572",83.88534265
ARKANSAS,AR,Ola,"1,219",6,0,1,0,5,18,0,12,0,6,48,39.37653815
ARKANSAS,AR,Osceola,"6,819",158,1,8,9,140,314,127,159,4,28,948,139.0233172
ARKANSAS,AR,Paris,"3,379",31,0,3,1,27,88,30,47,0,11,238,70.43503995
ARKANSAS,AR,Pea Ridge,"5,873",20,0,5,1,14,112,13,98,1,1,265,45.12174357
ARKANSAS,AR,Perryville,"1,432",1,0,0,0,1,32,3,28,0,1,66,46.08938547
ARKANSAS,AR,Piggott,"3,575",6,0,2,0,4,41,16,24,1,1,95,26.57342657
ARKANSAS,AR,Pine Bluff,"42,195",679,15,37,97,530,"2,278",665,"1,380",56,233,"5,970",141.4859581
ARKANSAS,AR,Plainview,584,0,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS,AR,Plumerville,775,5,0,3,0,2,11,2,9,1,0,33,42.58064516
ARKANSAS,AR,Pocahontas,"6,478",32,0,11,1,20,291,39,229,1,23,647,99.87650509
ARKANSAS,AR,Pottsville,"3,246",5,0,1,0,4,26,12,14,0,0,62,19.1004313
ARKANSAS,AR,Prairie Grove,"5,921",11,0,1,1,9,141,18,121,0,2,304,51.3426786
ARKANSAS,AR,Quitman,719,3,0,0,0,3,33,3,30,0,0,72,100.1390821
ARKANSAS,AR,Redfield,"1,578",1,0,0,0,1,20,3,15,0,2,42,26.61596958
ARKANSAS,AR,Rogers,"68,026",294,2,78,23,191,"1,925",189,"1,636",6,100,"4,444",65.32796284
ARKANSAS,AR,Russellville,"29,455",114,0,22,9,83,904,124,705,3,75,"2,039",69.22424037
ARKANSAS,AR,Salem,"1,605",5,0,1,0,4,14,4,10,0,0,38,23.67601246
ARKANSAS,AR,Sheridan,"4,922",15,0,9,2,4,173,23,139,0,11,376,76.39171069
ARKANSAS,AR,Sherwood,"31,284",180,1,15,14,150,978,229,685,4,64,"2,320",74.15931467
ARKANSAS,AR,Siloam Springs5,"17,102",78,0,19,3,56,,,267,3,56,482,28.18383815
ARKANSAS,AR,Springdale,"80,895",388,3,94,31,260,"2,702",357,"2,078",11,267,"6,191",76.53130601
ARKANSAS,AR,Star City,"2,099",13,0,1,1,11,54,13,35,0,6,134,63.83992377
ARKANSAS,AR,St. Charles,211,2,0,1,0,1,2,1,1,0,0,8,37.91469194
ARKANSAS,AR,Sulphur Springs,543,2,0,0,0,2,11,5,5,0,1,26,47.88213628
ARKANSAS,AR,Swifton,738,0,0,0,0,0,5,1,4,0,0,10,13.5501355
ARKANSAS,AR,Texarkana,"30,300",200,0,22,44,134,"1,256",196,984,3,76,"2,915",96.20462046
ARKANSAS,AR,Trumann,"7,071",56,3,6,2,45,364,53,295,1,16,841,118.9365012
ARKANSAS,AR,Tuckerman,"1,708",7,0,1,0,6,18,10,6,0,2,50,29.27400468
ARKANSAS,AR,Tyronza,746,0,0,0,0,0,10,1,8,0,1,20,26.80965147
ARKANSAS,AR,Van Buren,"23,608",134,1,16,3,114,771,220,487,1,64,"1,811",76.71128431
ARKANSAS,AR,Vilonia,"4,648",6,0,2,0,4,60,19,40,0,1,132,28.39931153
ARKANSAS,AR,Waldron,"3,375",14,0,8,0,6,108,45,60,2,3,246,72.88888889
ARKANSAS,AR,Walnut Ridge,"5,013",14,0,4,0,10,75,19,53,3,3,181,36.10612408
ARKANSAS,AR,Ward,"5,278",37,0,12,0,25,106,23,79,0,4,286,54.18719212
ARKANSAS,AR,Warren,"5,608",25,1,4,1,19,130,51,69,1,10,311,55.45649073
ARKANSAS,AR,West Fork,"2,623",11,1,3,0,7,32,5,25,0,2,86,32.78688525
ARKANSAS,AR,West Memphis,"24,668",486,16,26,55,389,"1,262",357,795,7,110,"3,503",142.0058375
ARKANSAS,AR,White Hall,"4,987",4,0,0,1,3,85,42,37,0,6,178,35.69280128
ARKANSAS,AR,Wilson,845,1,1,0,0,0,11,2,8,0,1,24,28.40236686
ARKANSAS,AR,Wynne,"7,907",70,0,15,7,48,325,54,261,8,10,798,100.9232326
CALIFORNIA,CA,Adelanto,"34,429",239,0,25,40,174,610,175,336,19,99,"1,717",49.8707485
CALIFORNIA,CA,Agoura Hills,"20,744",27,0,5,8,14,274,64,186,3,24,605,29.16505978
CALIFORNIA,CA,Alameda,"79,951",184,1,13,75,95,"2,123",196,"1,576",18,351,"4,632",57.93548548
CALIFORNIA,CA,Albany,"20,379",37,1,2,28,6,608,69,492,3,47,"1,293",63.44766672
CALIFORNIA,CA,Alhambra,"85,718",193,3,14,88,88,"1,930",328,"1,346",16,256,"4,262",49.72117875
CALIFORNIA,CA,Aliso Viejo,"52,183",43,0,11,10,22,445,66,348,1,31,977,18.72257249
CALIFORNIA,CA,Alturas,"2,501",24,0,0,3,21,76,27,38,1,11,201,80.36785286
CALIFORNIA,CA,American Canyon,"20,339",56,0,8,13,35,405,54,311,0,40,922,45.33162889
CALIFORNIA,CA,Anaheim,"354,743","1,192",7,142,407,636,"8,702","1,408","5,921",27,"1,373","19,815",55.85733897
CALIFORNIA,CA,Anderson,"10,433",64,1,6,12,45,388,89,201,4,98,908,87.03153455
CALIFORNIA,CA,Angels Camp,"3,808",10,0,0,0,10,80,22,50,0,8,180,47.26890756
CALIFORNIA,CA,Antioch,"112,956",602,7,56,213,326,"3,330",641,"2,087",92,602,"7,956",70.43450547
CALIFORNIA,CA,Apple Valley,"73,631",227,5,17,55,150,"1,459",279,917,15,263,"3,387",45.99964689
CALIFORNIA,CA,Arcadia,"59,151",76,1,8,41,26,"1,420",372,969,5,79,"2,997",50.66693716
CALIFORNIA,CA,Arcata,"18,073",64,1,15,14,34,665,89,512,12,64,"1,470",81.33680075
CALIFORNIA,CA,Arroyo Grande,"18,244",24,0,3,3,18,286,37,225,4,24,624,34.20302565
CALIFORNIA,CA,Artesia,"16,959",82,1,3,34,44,335,107,180,1,48,835,49.23639366
CALIFORNIA,CA,Arvin,"21,560",207,3,7,27,170,382,89,172,20,121,"1,198",55.56586271
CALIFORNIA,CA,Atascadero,"30,716",99,0,15,9,75,428,63,330,3,35,"1,057",34.41203282
CALIFORNIA,CA,Atherton,"7,285",5,0,3,2,0,107,31,73,0,3,224,30.74811256
CALIFORNIA,CA,Atwater,"29,565",179,2,6,21,150,910,163,561,16,186,"2,194",74.20936919
CALIFORNIA,CA,Auburn,"14,094",72,0,3,9,60,192,51,123,3,18,531,37.67560664
CALIFORNIA,CA,Avalon,"3,769",4,0,1,0,3,41,9,27,0,5,90,23.879013
CALIFORNIA,CA,Avenal,"12,084",44,1,2,1,40,118,43,57,0,18,324,26.8123138
CALIFORNIA,CA,Azusa,"50,393",193,3,25,63,102,"1,122",221,716,9,185,"2,639",52.3683845
CALIFORNIA,CA,Bakersfield,"385,609","1,895",31,113,811,940,"16,097","4,025","9,295",275,"2,777","36,259",94.03048165
CALIFORNIA,CA,Baldwin Park,"76,541",287,3,35,71,178,"1,386",240,843,1,303,"3,347",43.72819796
CALIFORNIA,CA,Banning,"31,451",135,6,17,28,84,531,191,217,0,123,"1,332",42.35159454
CALIFORNIA,CA,Barstow,"24,095",285,2,14,96,173,"1,102",348,584,32,170,"2,806",116.4556962
CALIFORNIA,CA,Bear Valley,"5,500",5,0,1,0,4,118,5,113,0,0,246,44.72727273
CALIFORNIA,CA,Beaumont,"48,559",208,1,17,24,166,871,163,570,3,138,"2,161",44.50256389
CALIFORNIA,CA,Bell,"35,857",184,3,10,45,126,495,120,266,0,109,"1,358",37.87266085
CALIFORNIA,CA,Bellflower,"77,937",335,4,25,118,188,"1,688",331,963,10,394,"4,056",52.04203395
CALIFORNIA,CA,Bell Gardens,"42,845",117,2,6,53,56,633,85,306,4,242,"1,504",35.10327926
CALIFORNIA,CA,Belmont,"27,325",40,0,10,10,20,424,58,336,1,30,929,33.99817017
CALIFORNIA,CA,Belvedere,"2,134",0,0,0,0,0,11,4,6,0,1,22,10.30927835
CALIFORNIA,CA,Benicia,"28,536",34,0,7,17,10,382,71,229,2,82,834,29.22624054
CALIFORNIA,CA,Berkeley,"123,735",586,1,65,353,167,"5,381",829,"4,004",31,548,"11,965",96.69858973
CALIFORNIA,CA,Beverly Hills,"34,557",106,0,14,42,50,"1,757",405,"1,282",5,70,"3,731",107.966548
CALIFORNIA,CA,Big Bear,"5,296",36,1,4,3,28,171,44,109,1,18,415,78.36102719
CALIFORNIA,CA,Biggs,"1,712",10,0,0,2,8,34,9,20,0,5,88,51.40186916
CALIFORNIA,CA,Bishop,"3,744",41,0,6,4,31,232,26,201,0,5,546,145.8333333
CALIFORNIA,CA,Blythe,"19,517",71,1,6,23,41,684,213,440,35,31,"1,545",79.16175642
CALIFORNIA,CA,Bradbury,"1,100",2,0,0,0,2,13,9,4,0,0,30,27.27272727
CALIFORNIA,CA,Brawley,"26,590",154,1,4,18,131,657,112,494,19,51,"1,641",61.71493042
CALIFORNIA,CA,Brea,"43,279",83,1,7,29,46,"1,293",159,"1,068",5,66,"2,757",63.70295062
CALIFORNIA,CA,Brentwood,"64,118",152,1,7,39,105,"1,317",211,"1,021",1,85,"2,939",45.83736236
CALIFORNIA,CA,Brisbane,"4,786",9,0,1,1,7,93,39,51,1,3,205,42.83326369
CALIFORNIA,CA,Broadmoor,"4,440",14,2,1,5,6,78,24,36,0,18,184,41.44144144
CALIFORNIA,CA,Buellton,"5,176",3,0,0,0,3,51,4,41,0,6,108,20.86553323
CALIFORNIA,CA,Buena Park,"83,336",257,0,17,74,166,"2,583",265,"1,977",2,341,"5,682",68.18181818
CALIFORNIA,CA,Burbank,"105,041",229,0,18,77,134,"2,625",276,"2,135",8,214,"5,716",54.41684676
CALIFORNIA,CA,Burlingame,"30,959",58,0,9,19,30,921,177,684,4,60,"1,962",63.37413999
CALIFORNIA,CA,Calabasas,"24,309",26,0,8,3,15,363,81,269,0,13,778,32.00460735
CALIFORNIA,CA,Calexico,"40,596",87,0,6,19,62,"1,064",320,576,40,168,"2,342",57.69041285
CALIFORNIA,CA,California City,"14,051",47,4,2,8,33,393,196,137,0,60,880,62.62899438
CALIFORNIA,CA,Calimesa,"8,953",12,0,0,3,9,202,36,129,0,37,428,47.80520496
CALIFORNIA,CA,Calistoga,"5,289",10,0,3,2,5,62,15,39,1,8,145,27.41539043
CALIFORNIA,CA,Camarillo,"68,218",78,0,16,21,41,841,110,663,3,68,"1,841",26.98701223
CALIFORNIA,CA,Campbell,"41,853",119,0,11,37,71,"1,379",235,976,25,168,"3,021",72.18120565
CALIFORNIA,CA,Canyon Lake,"11,314",12,0,3,0,9,101,22,56,1,23,227,20.06363797
CALIFORNIA,CA,Capitola,"10,218",26,0,5,9,12,507,28,458,3,21,"1,069",104.6192993
CALIFORNIA,CA,Carlsbad,"116,739",243,1,39,52,151,"2,100",299,"1,649",14,152,"4,700",40.26075262
CALIFORNIA,CA,Carmel,"3,921",11,0,0,0,11,96,20,73,0,3,214,54.5779138
CALIFORNIA,CA,Carpinteria,"13,712",22,0,0,2,20,212,36,148,0,28,468,34.13068845
CALIFORNIA,CA,Carson,"92,895",435,5,14,131,285,"1,971",345,"1,181",11,445,"4,823",51.91883309
CALIFORNIA,CA,Cathedral City,"55,056",172,2,22,39,109,717,188,283,6,246,"1,784",32.40337111
CALIFORNIA,CA,Central Marin,"35,033",40,0,10,19,11,723,193,503,0,27,"1,526",43.55893015
CALIFORNIA,CA,Ceres,"49,101",228,1,13,74,140,"1,452",325,792,19,335,"3,379",68.8173357
CALIFORNIA,CA,Cerritos,"51,307",162,0,13,91,58,"1,794",372,"1,259",3,163,"3,915",76.30537743
CALIFORNIA,CA,Chico,"94,273",611,2,86,106,417,"2,403",327,"1,761",66,315,"6,094",64.64205022
CALIFORNIA,CA,Chino,"91,535",259,1,25,67,166,"2,216",407,"1,508",6,301,"4,956",54.1432239
CALIFORNIA,CA,Chino Hills,"81,177",77,1,8,17,51,"1,079",242,747,3,90,"2,315",28.51792996
CALIFORNIA,CA,Chowchilla,"18,551",42,3,1,4,34,293,81,144,5,68,675,36.38617864
CALIFORNIA,CA,Chula Vista,"274,370",835,6,79,256,494,"3,611",585,"2,338",20,688,"8,912",32.48168532
CALIFORNIA,CA,Citrus Heights,"88,603",324,1,47,86,190,"2,478",410,"1,739",12,329,"5,616",63.38385833
CALIFORNIA,CA,Claremont,"36,178",66,1,15,19,31,930,227,646,5,57,"1,997",55.19929239
CALIFORNIA,CA,Clayton,"12,330",1,0,0,1,0,146,11,128,0,7,294,23.84428224
CALIFORNIA,CA,Clearlake,"15,037",109,4,16,21,68,506,188,220,7,98,"1,237",82.26374942
CALIFORNIA,CA,Cloverdale,"8,826",19,0,6,4,9,138,22,106,0,10,314,35.57670519
CALIFORNIA,CA,Clovis,"111,759",221,1,46,36,138,"2,438",358,"1,932",6,148,"5,324",47.63822153
CALIFORNIA,CA,Coachella,"46,115",104,1,5,40,58,"1,143",123,766,4,254,"2,498",54.16892551
CALIFORNIA,CA,Coalinga,"16,593",73,2,3,8,60,244,73,144,3,27,637,38.3896824
CALIFORNIA,CA,Colma,"1,524",37,0,0,18,19,359,32,309,0,18,792,519.6850394
CALIFORNIA,CA,Colton,"55,203",184,11,11,77,85,"1,600",324,851,14,425,"3,582",64.88777784
CALIFORNIA,CA,Colusa,"5,961",11,1,1,1,8,80,24,42,0,14,182,30.53178997
CALIFORNIA,CA,Commerce,"12,961",128,1,9,48,70,995,108,646,7,241,"2,253",173.8291798
CALIFORNIA,CA,Compton,"97,775","1,174",22,38,424,690,"2,559",362,"1,349",58,848,"7,524",76.95218614
CALIFORNIA,CA,Concord,"130,855",473,3,49,200,221,"4,126",446,"3,124",18,556,"9,216",70.42910091
CALIFORNIA,CA,Corcoran,"21,487",75,0,8,11,56,380,88,214,2,78,912,42.44426863
CALIFORNIA,CA,Corning,"7,580",40,1,2,4,33,287,78,169,2,40,656,86.54353562
CALIFORNIA,CA,Corona,"170,041",263,6,46,119,92,"3,264",488,"2,185",21,591,"7,075",41.60761228
CALIFORNIA,CA,Coronado,"24,491",18,0,2,3,13,314,32,262,0,20,664,27.11200033
CALIFORNIA,CA,Costa Mesa,"114,358",344,3,75,110,156,"3,792",515,"2,975",17,302,"8,289",72.48290456
CALIFORNIA,CA,Cotati,"7,509",36,0,4,4,28,101,19,71,1,11,275,36.6227194
CALIFORNIA,CA,Covina,"48,557",188,2,28,67,91,"1,117",291,653,3,173,"2,613",53.81304446
CALIFORNIA,CA,Crescent City,"6,245",35,0,2,8,25,220,18,199,5,3,515,82.46597278
CALIFORNIA,CA,Cudahy,"24,114",90,4,5,32,49,187,26,88,4,73,558,23.1400846
CALIFORNIA,CA,Culver City,"39,335",188,0,6,109,73,"1,756",246,"1,417",0,93,"3,888",98.84326935
CALIFORNIA,CA,Cupertino,"61,078",72,0,18,14,40,956,183,720,7,53,"2,063",33.77648253
CALIFORNIA,CA,Cypress,"49,223",58,0,14,25,19,704,146,478,5,80,"1,529",31.06271458
CALIFORNIA,CA,Daly City,"107,928",242,3,38,103,98,"1,528",221,"1,130",8,177,"3,548",32.8737677
CALIFORNIA,CA,Dana Point,"34,019",69,0,7,13,49,504,73,395,0,36,"1,146",33.68705723
CALIFORNIA,CA,Danville,"45,202",16,0,0,10,6,326,53,251,1,22,685,15.15419672
CALIFORNIA,CA,Davis,"69,486",117,2,21,44,50,"1,690",232,"1,366",9,92,"3,623",52.13999942
CALIFORNIA,CA,Delano,"53,141",238,10,13,44,171,"1,437",319,656,73,462,"3,423",64.41354133
CALIFORNIA,CA,Del Mar,"4,391",14,0,3,2,9,118,26,78,0,14,264,60.12297882
CALIFORNIA,CA,Del Rey Oaks,"1,696",2,0,0,1,1,59,16,40,0,3,122,71.93396226
CALIFORNIA,CA,Desert Hot Springs,"28,991",309,3,22,56,228,638,292,179,8,167,"1,902",65.60656756
CALIFORNIA,CA,Diamond Bar,"56,821",58,2,7,30,19,936,360,521,5,55,"1,993",35.07506028
CALIFORNIA,CA,Dinuba,"24,411",184,0,9,28,147,597,77,427,4,93,"1,566",64.15140715
CALIFORNIA,CA,Dixon,"20,472",53,1,3,14,35,368,35,278,4,55,846,41.32473623
CALIFORNIA,CA,Dorris,902,3,0,0,0,3,12,7,3,0,2,30,33.2594235
CALIFORNIA,CA,Dos Palos,"5,518",71,0,3,0,68,201,69,99,6,33,550,99.67379485
CALIFORNIA,CA,Downey,"113,277",367,5,14,185,163,"2,615",439,"1,570",15,606,"5,979",52.78211817
CALIFORNIA,CA,Duarte,"21,816",62,0,5,19,38,403,49,287,1,67,931,42.67510084
CALIFORNIA,CA,Dublin,"63,463",108,0,6,47,55,"1,188",96,"1,005",2,87,"2,594",40.87421017
CALIFORNIA,CA,Dunsmuir,"1,572",9,1,1,0,7,23,9,12,0,2,64,40.71246819
CALIFORNIA,CA,East Palo Alto,"29,991",141,3,13,55,70,567,84,300,3,183,"1,419",47.31419426
CALIFORNIA,CA,Eastvale,"64,642",63,1,5,29,28,956,147,678,0,131,"2,038",31.52748987
CALIFORNIA,CA,El Cajon,"104,497",515,5,31,191,288,"2,269",353,"1,544",18,372,"5,586",53.45608008
CALIFORNIA,CA,El Centro,"44,609",126,1,12,29,84,"1,625",439,"1,076",8,110,"3,510",78.6836737
CALIFORNIA,CA,El Cerrito,"25,793",171,0,3,101,67,"1,314",167,"1,045",9,102,"2,979",115.4964525
CALIFORNIA,CA,Elk Grove,"174,651",414,1,40,93,280,"2,359",321,"1,859",10,179,"5,556",31.81201367
