,State,Code,Name,County,Violent,Murder,Rape,Robbery,Aggravated_Assault,Property,Burglary,Larceny,MotorVehicle,Arson,Total,pop_est,normalized
1319,FLORIDA,FL,Manatee,Manatee County,"1,335",18,132,203,982,"5,156",821,"3,969",366,10,12992,403253,32.21798722
1320,MICHIGAN,MI,Manistee,Manistee County,39,0,14,0,25,150,19,128,3,0,378,24558,15.39213291
1321,WISCONSIN,WI,Manitowoc,Manitowoc County,23,0,4,1,18,183,60,118,5,0,412,78981,5.216444461
1322,WISCONSIN,WI,Marathon,Marathon County,19,0,3,0,16,254,54,191,9,1,547,135692,4.031188279
1323,ALABAMA,AL,Marengo,Marengo County,30,0,3,3,24,149,53,77,19,0,358,18863,18.97895351
1324,CALIFORNIA,CA,Marin,Marin County,96,2,9,15,70,685,128,548,9,5,1567,258826,6.054260391
1325,WISCONSIN,WI,Marinette,Marinette County,6,0,5,0,1,136,39,90,7,0,284,40350,7.038413879
1337,FLORIDA,FL,Marion,Marion County,"1,040",21,182,85,752,"4,185","1,113","2,623",449,6,10456,365579,28.60120521
1336,OREGON,OR,Marion7,Marion County,,3,,25,23,"2,521",397,"1,754",370,9,5102,347818,14.66859104
1335,ARKANSAS,AR,Marion,Marion County,87,2,18,0,67,292,100,182,10,1,759,16694,45.46543668
1334,TEXAS,TX,Marion,Marion County,38,1,4,1,32,124,52,67,5,0,324,9854,32.88004871
1333,KANSAS,KS,Marion,Marion County,27,0,1,1,25,43,18,17,8,1,141,11884,11.86469202
1332,TENNESSEE,TN,Marion,Marion County,56,0,2,1,53,231,43,132,56,0,574,28907,19.85678209
1331,OHIO,OH,Marion,Marion County,36,0,16,7,13,888,122,742,24,2,1850,65093,28.42087475
1330,MISSOURI,MO,Marion,Marion County,6,0,0,0,6,203,11,189,3,0,418,28530,14.6512443
1329,ILLINOIS,IL,Marion,Marion County,30,0,13,0,17,190,81,84,25,0,440,37205,11.82636742
1328,KENTUCKY,KY,Marion,Marion County,3,0,0,0,3,69,24,27,18,0,144,19273,7.471592383
1327,SOUTH CAROLINA,SC,Marion,Marion County,101,1,3,7,90,481,166,269,46,2,1166,30657,38.03372802
1326,GEORGIA,GA,Marion,Marion County,4,0,0,0,4,39,8,31,0,0,86,8359,10.288312
1338,CALIFORNIA,CA,Mariposa,Mariposa County,67,0,7,1,59,192,41,147,4,0,518,17203,30.11102715
1339,SOUTH CAROLINA,SC,Marlboro,Marlboro County,67,0,8,4,55,326,89,207,30,3,789,26118,30.20905123
1341,WISCONSIN,WI,Marquette,Marquette County,3,0,1,0,2,69,14,52,3,0,144,15574,9.24617953
1340,MICHIGAN,MI,Marquette,Marquette County,14,0,2,0,12,165,12,151,2,1,359,66699,5.382389541
1342,TENNESSEE,TN,Marshall,Marshall County,31,0,3,2,26,94,5,76,13,0,250,34375,7.272727273
1349,ALABAMA,AL,Marshall,Marshall County,89,0,14,4,71,370,134,193,43,0,918,96774,9.486018972
1348,WEST VIRGINIA,WV,Marshall,Marshall County,19,0,2,0,17,32,12,16,4,1,103,30531,3.373620255
1347,MINNESOTA,MN,Marshall,Marshall County,4,0,1,0,3,41,7,30,4,0,90,9336,9.640102828
1350,SOUTH DAKOTA,SD,Marshall,Marshall County,7,0,0,0,7,31,17,14,0,0,76,4935,15.40020263
1345,KENTUCKY,KY,Marshall,Marshall County,11,1,5,0,5,204,86,94,24,2,432,31100,13.89067524
1344,OKLAHOMA,OK,Marshall,Marshall County,19,0,5,2,12,201,83,83,35,2,442,16931,26.10595948
1343,KANSAS,KS,Marshall,Marshall County,2,0,0,0,2,16,8,4,4,0,36,9707,3.708663851
1346,ILLINOIS,IL,Marshall,Marshall County,4,0,1,1,2,36,19,13,4,1,81,11438,7.081657632
1351,TEXAS,TX,Martin,Martin County,3,0,1,0,2,39,4,34,1,0,84,5771,14.5555363
1352,FLORIDA,FL,Martin,Martin County,346,3,74,69,200,"1,632",206,"1,371",55,5,3961,161000,24.60248447
1353,NORTH CAROLINA,NC,Martin,Martin County,,2,,7,42,282,121,136,25,3,618,22440,27.54010695
1354,KENTUCKY,KY,Martin,Martin County,3,0,0,0,3,20,6,8,6,0,46,11195,4.108977222
1355,MINNESOTA,MN,Martin5,Martin County,4,0,1,0,3,17,8,7,2,0,42,19683,2.133821064
1360,MICHIGAN,MI,Mason,Mason County,17,0,5,3,9,119,30,80,9,0,272,29144,9.332967335
1361,KENTUCKY,KY,Mason,Mason County,7,0,0,3,4,72,27,40,5,0,158,17070,9.256004687
1359,TEXAS,TX,Mason,Mason County,1,0,0,0,1,17,7,9,1,0,36,4274,8.423022929
1357,WASHINGTON,WA,Mason,Mason County,72,4,9,13,46,979,379,495,105,5,2107,66768,31.55703331
1356,WEST VIRGINIA,WV,Mason,Mason County,7,0,0,0,7,72,23,37,12,0,158,26516,5.958666466
1358,ILLINOIS,IL,Mason,Mason County,13,0,7,0,6,87,24,59,4,0,200,13359,14.97118048
1362,ILLINOIS,IL,Massac,Massac County,10,0,0,0,10,116,43,67,6,9,261,13772,18.95149579
1363,TEXAS,TX,Matagorda,Matagorda County,57,2,7,2,46,306,96,184,26,0,726,36643,19.81278825
1364,VIRGINIA,VA,Mathews,Mathews County,11,0,4,0,7,53,11,38,4,1,129,8834,14.6026715
1365,HAWAII,HI,Maui Police Department,Maui County,435,5,114,53,263,"5,084",751,"3,640",693,124,11162,167417,66.67184336
1366,TENNESSEE,TN,Maury,Maury County,167,4,22,5,136,489,79,310,100,2,1314,96387,13.63254381
1367,OKLAHOMA,OK,Mayes,Mayes County,31,0,9,0,22,297,108,137,52,7,663,41100,16.13138686
1368,OKLAHOMA,OK,McClain,McClain County,19,1,8,1,9,272,101,136,35,1,583,40474,14.40430894
1369,MONTANA,MT,McCone,McCone County,1,0,0,0,1,2,1,0,1,0,6,1664,3.605769231
1370,SOUTH DAKOTA,SD,McCook,McCook County,6,0,3,0,3,44,17,23,4,0,100,5586,17.9018976
1371,SOUTH CAROLINA,SC,McCormick,McCormick County,19,1,5,1,12,70,12,51,7,1,179,9463,18.91577724
1372,KENTUCKY,KY,McCracken,McCracken County,38,0,12,10,16,508,138,317,53,5,1097,65418,16.76908496
1373,KENTUCKY,KY,McCreary,McCreary County,2,0,0,0,2,55,10,30,15,0,114,17231,6.615982822
1374,TEXAS,TX,McCulloch,McCulloch County,0,0,0,0,0,14,6,6,2,0,28,7984,3.507014028
1375,OKLAHOMA,OK,McCurtain,McCurtain County,20,0,2,3,15,350,128,189,33,18,758,32832,23.08723197
1376,MISSOURI,MO,McDonald,McDonald County,77,0,10,0,67,234,32,202,0,1,623,22837,27.28029076
1377,ILLINOIS,IL,McDonough,McDonough County,11,0,1,0,10,31,12,18,1,0,84,29682,2.829997979
1378,NORTH CAROLINA,NC,McDowell,McDowell County,,4,,7,23,836,229,493,114,8,1714,45756,37.45956814
1379,WEST VIRGINIA,WV,McDowell,McDowell County,2,0,0,0,2,19,13,2,4,0,42,17624,2.383113936
1380,GEORGIA,GA,McDuffie,McDuffie County,50,3,4,3,40,196,80,100,16,0,492,21312,23.08558559
1381,ILLINOIS,IL,McHenry,McHenry County,91,0,20,2,69,345,80,235,30,0,872,307774,2.833247773
1382,NORTH DAKOTA,ND,McHenry,McHenry County,4,0,0,0,4,33,17,12,4,0,74,5745,12.88076588
1383,NORTH DAKOTA,ND,McIntosh,McIntosh County,0,0,0,0,0,1,0,1,0,0,2,2497,0.800961153
1384,GEORGIA,GA,McIntosh,McIntosh County,35,2,3,4,26,247,53,176,18,1,565,14378,39.29614689
1385,OKLAHOMA,OK,McIntosh,McIntosh County,29,0,4,4,21,203,80,96,27,2,466,19596,23.78036334
1386,NORTH DAKOTA,ND,McKenzie,McKenzie County,30,0,11,0,19,179,24,127,28,1,419,15024,27.8887114
1387,NEW MEXICO,NM,McKinley,McKinley County,192,2,4,8,178,259,70,138,51,,902,71367,12.63889473
1388,NORTH DAKOTA,ND,McLean,McLean County,4,0,1,0,3,70,12,50,8,0,148,9450,15.66137566
1389,KENTUCKY,KY,McLean,McLean County,6,0,3,0,3,45,20,22,3,0,102,9207,11.07852721
1390,ILLINOIS,IL,McLean,McLean County,31,0,9,1,21,103,18,71,14,0,268,171517,1.56252733
1391,TEXAS,TX,McLennan,McLennan County,68,0,23,2,43,424,137,225,62,6,990,256623,3.857799184
1392,MINNESOTA,MN,McLeod,McLeod County,8,0,3,0,5,71,23,46,2,0,158,35893,4.401972529
1393,TENNESSEE,TN,McMinn,McMinn County,80,2,3,6,69,543,113,310,120,6,1252,53794,23.27397107
1394,TEXAS,TX,McMullen,McMullen County,1,0,0,0,1,18,5,12,1,0,38,743,51.14401077
1395,TENNESSEE,TN,McNairy,McNairy County,70,0,3,4,63,266,66,147,53,7,679,25694,26.42640305
1396,SOUTH DAKOTA,SD,McPherson,McPherson County,0,0,0,0,0,11,1,7,3,0,22,2379,9.247583018
1397,SOUTH DAKOTA,SD,Meade,Meade County,22,0,2,0,20,140,38,91,11,0,324,28332,11.43583227
1398,KENTUCKY,KY,Meade,Meade County,5,0,0,2,3,144,49,54,41,1,299,28572,10.4647907
1399,MONTANA,MT,Meagher,Meagher County,3,0,0,0,3,14,4,10,0,0,34,1862,18.25993555
1400,VIRGINIA,VA,Mecklenburg,Mecklenburg County,60,1,33,5,21,205,69,116,20,1,531,30587,17.36031647
1401,MICHIGAN,MI,Mecosta,Mecosta County,208,1,23,2,182,326,61,253,12,9,1077,43453,24.78540032
1403,TEXAS,TX,Medina,Medina County,75,1,20,4,50,336,96,200,40,2,824,51584,15.97394541
1402,OHIO,OH,Medina,Medina County,5,0,0,1,4,86,23,63,0,0,182,179746,1.012539917
1404,MINNESOTA,MN,Meeker,Meeker County,11,0,1,0,10,83,27,48,8,0,188,23222,8.095771251
1405,TENNESSEE,TN,Meigs,Meigs County,58,1,7,0,50,294,87,161,46,8,712,12422,57.31766221
1406,OHIO,OH,Meigs,Meigs County,17,1,3,1,12,217,51,133,33,4,472,22907,20.60505522
1407,SOUTH DAKOTA,SD,Mellette,Mellette County,0,0,0,0,0,0,0,0,0,0,0,2061,0
1408,TEXAS,TX,Menard,Menard County,1,0,0,0,1,13,13,0,0,0,28,2138,13.09635173
1409,ILLINOIS,IL,Menard,Menard County,8,0,2,0,6,27,10,14,3,7,77,12196,6.313545425
1410,CALIFORNIA,CA,Mendocino,Mendocino County,213,5,21,28,159,383,199,178,6,13,1205,86749,13.89065004
1411,KENTUCKY,KY,Menifee,Menifee County,0,0,0,0,0,27,12,12,3,1,55,6489,8.475882262
1412,WISCONSIN,WI,Menominee,Menominee County,1,0,0,0,1,26,4,21,1,0,54,4556,11.85250219
1413,MICHIGAN,MI,Menominee,Menominee County,20,0,9,0,11,80,28,44,8,0,200,22780,8.779631255
1414,CALIFORNIA,CA,Merced,Merced County,608,5,25,44,534,"1,434",439,950,45,5,4089,277680,14.72558341
1419,MISSOURI,MO,Mercer,Mercer County,0,0,0,0,0,19,14,4,1,0,38,3617,10.50594415
1418,PENNSYLVANIA,PA,Mercer,Mercer County,2,0,0,0,2,0,0,0,0,0,4,109424,0.036555052
1420,OHIO,OH,Mercer,Mercer County,10,0,4,0,6,82,8,73,1,0,184,41172,4.46905664
1416,NORTH DAKOTA,ND,Mercer,Mercer County,4,0,1,0,3,25,5,17,3,0,58,8187,7.084402101
1415,KENTUCKY,KY,Mercer,Mercer County,4,0,2,0,2,30,12,11,7,0,68,21933,3.100351069
1417,NEW JERSEY,NJ,Mercer,Mercer County,1,0,0,0,1,13,7,4,2,0,28,367430,0.076204991
1421,GEORGIA,GA,Meriwether,Meriwether County,51,3,0,1,47,287,56,214,17,0,676,21167,31.93650494
1422,NEBRASKA,NE,Merrick,Merrick County,1,0,0,0,1,11,1,6,4,0,24,7755,3.094777563
1423,NEW HAMPSHIRE,NH,Merrimack,Merrimack County,1,0,1,0,0,5,1,4,0,0,12,151391,0.07926495
1424,COLORADO,CO,Mesa,Mesa County,146,1,27,7,111,"1,017",206,717,94,20,2346,154210,15.2130212
1425,KENTUCKY,KY,Metcalfe,Metcalfe County,0,0,0,0,0,82,35,40,7,0,164,10071,16.2843809
1426,OHIO,OH,Miami,Miami County,35,0,11,0,24,321,78,212,31,8,720,106987,6.729789601
1427,KANSAS,KS,Miami,Miami County,43,0,6,0,37,177,51,100,26,2,442,34237,12.91000964
1428,FLORIDA,FL,Miami-Dade,Miami-Dade County,"5,362",80,453,"1,207","3,622","32,805","3,322","25,946","3,537",46,76380,2716940,28.11250893
1430,NEW JERSEY,NJ,Middlesex,Middlesex County,0,0,0,0,0,0,0,0,0,0,0,825062,0
1429,VIRGINIA,VA,Middlesex,Middlesex County,10,1,4,0,5,141,38,91,12,5,307,10582,29.01152901
1431,TEXAS,TX,Midland,Midland County,100,4,3,7,86,559,86,362,111,5,1323,176832,7.481677524
1432,MICHIGAN,MI,Midland,Midland County,54,0,27,0,27,252,64,174,14,0,612,83156,7.359661359
1433,TEXAS,TX,Milam,Milam County,18,0,0,1,17,74,20,47,7,0,184,24823,7.412480361
1434,UTAH,UT,Millard,Millard County,27,0,9,1,17,191,34,138,19,3,439,13188,33.28783743
1435,MINNESOTA,MN,Mille Lacs,Mille Lacs County,33,3,6,3,21,481,104,326,51,1,1029,26277,39.15972143
1436,ARKANSAS,AR,Miller3,Miller County,35,0,8,0,27,,,149,22,1,242,43257,5.594470259
1437,MISSOURI,MO,Miller,Miller County,44,1,4,1,38,204,87,94,23,0,496,25619,19.36063078
1438,TEXAS,TX,Mills,Mills County,2,0,0,0,2,14,6,7,1,0,32,4873,6.566796635
1439,WISCONSIN,WI,Milwaukee,Milwaukee County,82,1,5,7,69,144,3,59,82,3,455,945726,0.481111865
1440,SOUTH DAKOTA,SD,Miner,Miner County,1,0,0,0,1,8,7,1,0,0,18,2216,8.122743682
1441,COLORADO,CO,Mineral,Mineral County,1,0,0,0,1,0,0,0,0,0,2,769,2.600780234
1442,NEVADA,NV,Mineral,Mineral County,2,0,0,0,2,30,9,15,6,0,64,4505,14.20643729
1443,MONTANA,MT,Mineral,Mineral County,2,0,1,0,1,11,1,9,1,0,26,4397,5.913122584
1444,WEST VIRGINIA,WV,Mineral,Mineral County,16,0,1,0,15,21,5,13,3,0,74,26868,2.754205747
1445,IDAHO,ID,Minidoka,Minidoka County,32,2,3,0,27,129,41,77,11,2,324,21039,15.39997148
1446,SOUTH DAKOTA,SD,Minnehaha,Minnehaha County,52,0,8,0,44,307,94,181,32,1,719,193134,3.722803856
1447,MICHIGAN,MI,Missaukee,Missaukee County,39,0,16,0,23,99,21,78,0,1,277,15118,18.32252944
1449,ARKANSAS,AR,Mississippi,Mississippi County,31,1,5,1,24,249,74,132,43,0,560,40651,13.77579887
1448,MISSOURI,MO,Mississippi,Mississippi County,7,0,1,1,5,59,24,31,4,2,134,13180,10.16691958
1450,MONTANA,MT,Missoula,Missoula County,78,0,17,4,57,499,114,330,55,0,1154,119600,9.648829431
1451,TEXAS,TX,Mitchell,Mitchell County,0,0,0,0,0,29,12,12,5,0,58,8545,6.787595085
1452,GEORGIA,GA,Mitchell,Mitchell County,35,0,1,1,33,246,46,179,21,0,562,21863,25.70552989
1453,KANSAS,KS,Mitchell,Mitchell County,3,0,0,0,3,12,6,5,1,0,30,5979,5.017561465
1454,ALABAMA,AL,Mobile,Mobile County,147,1,9,23,114,"2,008",564,"1,130",314,0,4310,413210,10.43053169
1455,CALIFORNIA,CA,Modoc,Modoc County,27,0,3,1,23,41,15,24,2,1,137,8841,15.49598462
1456,COLORADO,CO,Moffat,Moffat County,4,0,0,0,4,28,6,22,0,0,64,13283,4.818188662
1457,ARIZONA,AZ,Mohave,Mohave County,149,4,6,17,122,"2,058",693,"1,184",181,11,4425,212181,20.8548362
1458,NEW JERSEY,NJ,Monmouth,Monmouth County,8,0,0,0,8,0,0,0,0,0,16,618795,0.025856705
1459,CALIFORNIA,CA,Mono,Mono County,22,0,6,0,16,45,8,36,1,1,135,14444,9.346441429
1472,GEORGIA,GA,Monroe,Monroe County,22,0,2,2,18,314,64,231,19,0,672,27578,24.36724926
1470,INDIANA,IN,Monroe,Monroe County,65,0,17,2,46,638,90,472,76,1,1407,148431,9.479151929
1469,WISCONSIN,WI,Monroe,Monroe County,7,2,1,0,4,100,31,61,8,0,214,46253,4.626726915
1468,KENTUCKY,KY,Monroe,Monroe County,2,0,0,0,2,13,8,2,3,0,30,10650,2.816901408
1467,PENNSYLVANIA,PA,Monroe,Monroe County,0,0,0,0,0,0,0,0,0,0,0,170271,0
1466,WEST VIRGINIA,WV,Monroe,Monroe County,2,0,0,0,2,36,15,19,2,2,78,13275,5.875706215
1471,OHIO,OH,Monroe,Monroe County,15,0,7,0,8,44,14,23,7,1,119,13654,8.715394756
1464,ILLINOIS,IL,Monroe,Monroe County,7,0,2,1,4,58,17,35,6,0,130,34637,3.753211883
1463,MICHIGAN,MI,Monroe,Monroe County,192,1,69,16,106,"1,287",291,889,107,13,2971,150500,19.74086379
1462,FLORIDA,FL,Monroe,Monroe County,163,2,11,13,137,840,110,688,42,3,2009,74228,27.06525839
1461,TENNESSEE,TN,Monroe,Monroe County,170,1,9,2,158,867,306,422,139,11,2085,46545,44.79535933
1465,MISSOURI,MO,Monroe,Monroe County,22,0,2,0,20,35,7,27,1,1,115,8644,13.30402591
1460,ALABAMA,AL,Monroe,Monroe County,27,2,0,0,25,56,19,29,8,0,166,20733,8.006559591
1473,TEXAS,TX,Montague,Montague County,28,0,2,3,23,87,31,45,11,0,230,19818,11.60561106
1474,MICHIGAN,MI,Montcalm,Montcalm County,21,0,13,0,8,130,21,99,10,2,304,63888,4.758327072
1475,CALIFORNIA,CA,Monterey,Monterey County,253,2,32,51,168,"1,331",354,935,42,9,3177,434061,7.319247755
1476,COLORADO,CO,Montezuma,Montezuma County,29,0,5,1,23,130,36,80,14,3,321,26183,12.25986327
1491,MARYLAND,MD,Montgomery,Montgomery County,0,0,0,0,0,0,0,0,0,0,0,1050688,0
1490,ILLINOIS,IL,Montgomery,Montgomery County,21,0,1,0,20,174,63,109,2,2,392,28414,13.79601605
1489,MARYLAND,MD,Montgomery,Montgomery County,"1,458",19,287,521,631,"13,080","1,342","10,988",750,11,29087,1050688,27.6837653
1488,NEW YORK,NY,Montgomery,Montgomery County,7,0,2,0,5,189,19,163,7,0,392,49221,7.964080372
1487,KANSAS,KS,Montgomery,Montgomery County,17,0,3,0,14,132,52,70,10,1,299,31829,9.393948915
1486,ALABAMA,AL,Montgomery,Montgomery County,111,0,8,10,93,404,136,230,38,0,1030,226486,4.547742465
1485,NORTH CAROLINA,NC,Montgomery,Montgomery County,,0,,3,38,254,109,126,19,5,554,27173,20.38788503
1484,MISSOURI,MO,Montgomery,Montgomery County,4,0,0,0,4,47,21,26,0,0,102,11551,8.830404294
1483,ARKANSAS,AR,Montgomery,Montgomery County,9,0,4,0,5,92,41,49,2,0,202,8986,22.47941242
1482,OHIO,OH,Montgomery,Montgomery County,269,7,42,67,153,"1,266",282,663,321,9,3079,531687,5.791001097
1481,KENTUCKY,KY,Montgomery,Montgomery County,7,1,1,1,4,195,69,100,26,0,404,28157,14.34811947
1480,VIRGINIA,VA,Montgomery,Montgomery County,52,0,10,1,41,294,59,208,27,1,693,98535,7.033033947
1479,PENNSYLVANIA,PA,Montgomery,Montgomery County,0,0,0,0,0,0,0,0,0,0,0,830915,0
1478,TEXAS,TX,Montgomery,Montgomery County,847,10,107,132,598,"4,918",979,"3,421",518,23,11553,607391,19.02069672
1477,TENNESSEE,TN,Montgomery,Montgomery County,117,1,5,3,108,641,173,408,60,0,1516,208993,7.253831468
1492,COLORADO,CO,Montrose,Montrose County,24,0,5,0,19,215,64,129,22,1,479,42758,11.20258197
1493,SOUTH DAKOTA,SD,Moody,Moody County,2,0,0,0,2,8,3,5,0,0,20,6576,3.04136253
1494,NORTH CAROLINA,NC,Moore,Moore County,,2,,4,67,631,286,323,22,,1335,100880,13.23354481
1495,TEXAS,TX,Moore,Moore County,3,0,1,0,2,36,13,19,4,0,78,20940,3.724928367
1496,TENNESSEE,TN,Moore,Moore County,15,0,4,0,11,59,11,43,5,0,148,6488,22.81134402
1497,NEW MEXICO,NM,Mora,Mora County,14,0,0,0,14,12,2,6,4,,52,4521,11.50188012
1498,LOUISIANA,LA,Morehouse,Morehouse County,39,1,2,1,35,273,74,192,7,0,624,24874,25.08643564
1505,KENTUCKY,KY,Morgan,Morgan County,1,0,0,0,1,10,3,5,2,0,22,13309,1.653016756
1504,WEST VIRGINIA,WV,Morgan,Morgan County,33,0,1,0,32,62,17,42,3,0,190,17884,10.62402147
1502,ILLINOIS,IL,Morgan,Morgan County,28,0,16,0,12,101,36,65,0,0,258,33658,7.665339592
1503,MISSOURI,MO,Morgan,Morgan County,48,0,13,0,35,150,81,63,6,0,396,20627,19.19813836
1501,COLORADO,CO,Morgan,Morgan County,42,1,1,0,40,83,18,50,15,0,250,29068,8.600522912
1500,TENNESSEE,TN,Morgan,Morgan County,72,1,7,2,62,297,79,153,65,3,741,21403,34.62131477
1499,OHIO,OH,Morgan,Morgan County,24,0,4,0,20,138,51,77,10,2,326,14508,22.47036118
1506,NEBRASKA,NE,Morrill,Morrill County,1,0,0,0,1,26,2,24,0,,54,4642,11.63291685
1507,TEXAS,TX,Morris,Morris County,6,0,3,0,3,70,26,39,5,0,152,12388,12.26993865
1508,NEW JERSEY,NJ,Morris,Morris County,0,0,0,0,0,0,0,0,0,0,0,491845,0
1509,MINNESOTA,MN,Morrison,Morrison County,8,0,0,2,6,267,65,184,18,0,550,33386,16.47397113
1510,OREGON,OR,Morrow,Morrow County,16,0,3,0,13,186,38,118,30,3,407,11603,35.07713522
1512,NORTH DAKOTA,ND,Morton,Morton County,6,0,3,0,3,118,15,93,10,0,248,31364,7.9071547
1511,KANSAS,KS,Morton,Morton County,1,0,0,0,1,24,10,12,2,0,50,2587,19.32740626
1513,TEXAS,TX,Motley,Motley County,1,0,0,0,1,4,1,3,0,0,10,1200,8.333333333
1514,NORTH DAKOTA,ND,Mountrail,Mountrail County,7,0,3,1,3,62,7,47,8,0,138,10545,13.08677098
1515,MINNESOTA,MN,Mower,Mower County,10,0,3,0,7,76,23,37,16,1,173,40062,4.318306625
1516,KENTUCKY,KY,Muhlenberg,Muhlenberg County,8,0,1,1,6,66,28,21,17,0,148,30622,4.83312651
1517,OREGON,OR,Multnomah,Multnomah County,157,1,32,24,100,"1,493",161,981,351,9,3309,812855,4.070836742
1518,MINNESOTA,MN,Murray,Murray County,2,0,1,0,1,12,1,10,1,0,28,8194,3.417134489
1519,GEORGIA,GA,Murray,Murray County,36,0,0,1,35,56,10,38,8,1,185,40096,4.613926576
1520,OKLAHOMA,OK,Murray,Murray County,6,0,0,0,6,24,13,8,3,0,60,14073,4.263483266
1521,GEORGIA,GA,Muscogee,Muscogee County,56,0,0,1,55,33,1,30,2,0,178,195769,0.909234864
1522,MICHIGAN,MI,Muskegon,Muskegon County,83,0,34,6,43,591,97,458,36,2,1350,173566,7.778021041
1523,OKLAHOMA,OK,Muskogee5,Muskogee County,79,0,13,1,65,319,119,171,29,3,799,67997,11.75051841
1524,MONTANA,MT,Musselshell,Musselshell County,7,0,2,0,5,98,10,84,4,0,210,4633,45.32700194
1525,TEXAS,TX,Nacogdoches,Nacogdoches County,60,1,7,0,52,309,100,179,30,0,738,65204,11.31832403
1526,CALIFORNIA,CA,Napa,Napa County,72,1,9,3,59,222,62,152,8,0,588,137744,4.268788477
1527,NEW YORK,NY,Nassau,Nassau County,"1,000",11,13,337,639,"9,650",786,"8,406",458,39,21339,1356924,15.72600971
1528,FLORIDA,FL,Nassau,Nassau County,182,2,17,6,157,"1,004",380,530,94,8,2380,88625,26.85472496
1529,LOUISIANA,LA,Natchitoches,Natchitoches County,50,2,5,3,40,355,79,240,36,0,810,38158,21.22752765
1530,WYOMING,WY,Natrona,Natrona County,40,0,11,0,29,230,64,133,33,1,541,79858,6.774524781
1531,ARIZONA,AZ,Navajo,Navajo County,49,0,2,5,42,347,129,166,52,1,793,110924,7.149038982
1532,TEXAS,TX,Navarro,Navarro County,53,2,14,2,35,281,110,143,28,4,672,50113,13.40969409
1533,KENTUCKY,KY,Nelson,Nelson County,16,4,6,3,3,177,55,96,26,1,387,46233,8.370644345
1534,VIRGINIA,VA,Nelson,Nelson County,30,0,9,1,20,213,74,125,14,1,487,14930,32.61888814
1535,NORTH DAKOTA,ND,Nelson,Nelson County,2,0,0,0,2,28,6,19,3,0,60,2879,20.84056964
1536,NEBRASKA,NE,Nemaha,Nemaha County,7,0,5,0,2,49,12,27,10,0,112,6972,16.06425703
1537,KANSAS,KS,Nemaha,Nemaha County,1,0,0,0,1,34,11,21,2,2,72,10231,7.037435246
1538,KANSAS,KS,Neosho,Neosho County,21,0,4,0,17,66,27,27,12,2,176,16007,10.9951896
1539,KANSAS,KS,Ness,Ness County,4,0,0,0,4,33,7,22,4,0,74,2750,26.90909091
1540,CALIFORNIA,CA,Nevada,Nevada County,150,2,16,5,127,423,211,205,7,1,1147,99755,11.49817052
1541,DELAWARE,DE,New Castle,New Castle County,851,8,78,130,635,"4,464",775,"3,256",433,0,10630,558753,19.02450636
1542,NORTH CAROLINA,NC,New Hanover,New Hanover County,,1,,20,85,"1,320",278,983,59,13,2759,234473,11.76681324
1543,VIRGINIA,VA,New Kent,New Kent County,47,0,6,2,39,187,18,161,8,0,468,23091,20.26763674
1544,MICHIGAN,MI,Newaygo,Newaygo County,55,0,18,0,37,241,57,158,26,5,597,48980,12.18864843
1545,SOUTH CAROLINA,SC,Newberry,Newberry County,56,0,4,6,46,301,85,197,19,0,714,38440,18.57440166
1548,GEORGIA,GA,Newton,Newton County,305,4,14,36,251,"1,565",327,974,264,13,3753,111744,33.58569588
1549,MISSOURI,MO,Newton,Newton County,134,0,8,10,116,667,126,442,99,5,1607,58236,27.59461501
1546,TEXAS,TX,Newton,Newton County,22,1,0,0,21,109,39,52,18,1,263,13595,19.34534755
1547,ARKANSAS,AR,Newton,Newton County,27,0,3,0,24,32,17,13,2,3,121,7753,15.60686186
1550,IDAHO,ID,Nez Perce,Nez Perce County,15,1,3,0,11,62,15,40,7,0,154,40408,3.81112651
1551,NEW YORK,NY,Niagara,Niagara County,59,0,16,10,33,597,102,457,38,3,1315,209281,6.283417988
1552,WEST VIRGINIA,WV,Nicholas,Nicholas County,174,0,18,1,155,69,19,49,1,0,486,24496,19.83997387
1553,MINNESOTA,MN,Nicollet,Nicollet County,7,0,2,1,4,76,27,45,4,0,166,34274,4.843321468
1554,WYOMING,WY,Niobrara,Niobrara County,6,0,1,1,4,6,1,4,1,0,24,2356,10.18675722
1556,OHIO,OH,Noble,Noble County,1,0,1,0,0,38,12,25,1,0,78,14424,5.40765391
1555,OKLAHOMA,OK,Noble,Noble County,4,0,0,2,2,107,34,62,11,2,224,11131,20.12397808
1557,MINNESOTA,MN,Nobles,Nobles County,11,0,6,0,5,26,8,18,0,2,76,21629,3.513800915
1558,MISSOURI,MO,Nodaway,Nodaway County,6,0,1,0,5,86,36,43,7,0,184,22092,8.328806808
1559,TEXAS,TX,Nolan,Nolan County,5,0,0,0,5,20,6,12,2,0,50,14714,3.398124235
1560,MINNESOTA,MN,Norman,Norman County,1,0,1,0,0,0,0,0,0,0,2,6375,0.31372549
1561,VIRGINIA,VA,Northampton,Northampton County,5,0,1,3,1,82,24,56,2,1,175,11710,14.94449189
1562,PENNSYLVANIA,PA,Northampton,Northampton County,6,0,0,0,6,0,0,0,0,0,12,305285,0.039307532
1563,VIRGINIA,VA,Northumberland,Northumberland County,10,0,2,0,8,77,14,57,6,0,174,12095,14.38610996
1564,PENNSYLVANIA,PA,Northumberland,Northumberland County,0,0,0,0,0,0,0,0,0,0,0,90843,0
